OTU	B001	B002	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP023	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP032	BMSP033	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu2041	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2042	0	0	4	0	6	2	8	3	0	9	0	4	3	0	8	10	0	0	17	16	1	15	13	6	0	10	17	12	9	14	5	1	3	0	7	1	2	2	4	0
Zotu2044	0	0	0	0	0	68	0	3	0	0	0	1	0	0	0	1	27	0	0	0	9	5	26	1	0	3	0	3	6	12	10	42	2	0	0	0	0	0	16	0
Zotu2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	178	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0
Zotu2047	0	0	0	0	0	107	0	6	0	1	0	2	0	0	0	16	3	0	0	0	0	1	0	9	0	1	0	2	0	1	0	0	1	0	0	0	17	14	0	0
Zotu205	0	0	69	0	0	1	21	13	0	18	0	81	0	0	0	36	6	1	453	89	71	67	130	99	0	68	53	53	161	83	71	0	41	0	796	87	92	9	1	0
Zotu2051	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	4	0	0	71	25	8	27	6	0	0	11	0	0	0	0
Zotu2052	0	0	0	0	0	0	0	4	0	0	0	39	0	0	0	0	0	0	0	0	0	7	0	0	0	74	0	33	0	0	0	0	20	0	0	0	0	0	0	0
Zotu2057	0	0	205	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu2058	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	9	2	2	0	0	0	0	0	0	0	0	0
Zotu2059	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2060	0	0	0	60	0	0	0	8	0	0	0	0	1	0	6	1	0	0	0	14	2	12	2	10	0	3	0	4	0	1	13	0	11	0	0	1	27	23	5	0
Zotu2063	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	258	0	0	0	0	0	0	0	0	5	0	0	0	0
Zotu2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	155	34	0	0	0	0
Zotu2065	0	0	6	0	0	0	0	0	0	0	0	17	160	0	0	1	0	0	25	3	0	0	0	0	0	11	14	1	0	1	0	0	0	0	10	5	2	0	0	0
Zotu2066	0	0	59	0	0	0	64	0	0	0	0	0	22	0	0	0	3	0	0	0	0	4	0	1	0	1	0	11	0	3	0	7	0	0	0	0	5	0	0	0
Zotu2067	0	0	0	0	0	0	0	1	0	117	0	0	0	0	0	1	0	0	0	0	0	48	0	0	0	0	0	3	0	0	3	2	0	0	0	0	0	0	0	0
Zotu207	0	0	245	0	0	124	16	5	0	53	0	548	0	27	0	1	86	0	344	0	35	8	0	27	0	151	166	43	155	21	0	0	1	0	606	640	256	0	0	0
Zotu2071	0	0	0	0	0	15	17	0	0	3	0	1	1	0	0	0	0	0	12	1	19	21	8	4	0	8	0	6	4	27	7	12	9	0	3	0	0	1	12	0
Zotu2074	0	0	7	0	0	209	152	8	0	0	0	4	0	0	0	18	23	0	0	0	0	18	0	30	0	6	14	8	0	73	8	0	5	0	0	5	1	6	16	0
Zotu2075	0	0	0	0	0	120	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	8	0	0	0	43	0	0	0	0	0	0	0	0	0	0
Zotu2076	0	0	6	1	0	6	0	13	0	4	0	9	1	0	0	0	0	0	24	9	49	20	1	1	0	17	6	5	8	15	8	3	2	0	4	14	4	3	19	0
Zotu2077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2078	0	0	3	0	2	1	12	0	0	1	0	0	3	0	1	0	0	0	8	3	13	22	0	50	0	3	12	4	4	6	0	0	4	0	0	0	3	14	1	0
Zotu208	0	0	22	0	5	66	521	16	0	39	0	37	66	0	0	39	59	0	169	0	164	120	21	106	0	45	6	43	98	64	64	3	21	0	15	13	132	210	47	0
Zotu2080	0	0	0	0	0	0	11	0	0	6	0	1	0	0	0	0	0	0	114	0	3	4	0	1	0	3	0	3	0	10	6	1	1	0	0	0	0	2	0	0
Zotu2083	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu2084	0	0	14	0	0	1	2	0	0	0	0	84	1	0	0	0	6	0	16	66	0	0	0	0	0	10	5	7	3	0	0	0	0	0	2	24	0	0	0	0
Zotu2085	0	0	0	0	0	0	0	0	0	0	0	5	0	249	0	0	0	0	14	0	0	0	0	11	0	20	0	26	0	0	0	0	0	0	0	76	0	0	0	0
Zotu2089	0	0	0	0	0	0	0	30	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	63	0	22	0	0	0	0	0	0	0
Zotu209	0	0	29	0	716	397	0	66	0	53	0	23	0	0	0	106	287	0	181	0	197	37	27	12	0	26	0	72	10	71	54	0	25	0	0	0	30	0	3	0
Zotu2091	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2094	0	0	155	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2095	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0
Zotu2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	372	0	0	0	0	0	0	0	0
Zotu2099	0	1	0	0	0	56	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	15	0	1	0	9	37	10	0	19	6	0	0	0	0	0	0	0	30	0
Zotu21	0	0	0	0	0	0	0	0	7165	0	0	0	0	9542	0	105	0	0	0	76	0	2	0	0	0	0	0	794	0	0	0	0	0	0	0	306	0	0	0	0
Zotu210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4022	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2100	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	13	0	0	130	0	13	0	4	0	0	0	0	0	2	0	0	2	0	0	0	0	12	0	0
Zotu2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2103	0	0	3	134	0	0	0	0	0	0	0	9	0	0	0	0	0	0	19	0	0	0	0	0	0	7	17	5	0	1	0	0	0	0	0	2	0	0	0	0
Zotu2104	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	152	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2105	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
Zotu2106	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	36	0	0	93	0	14	0	7	0	3	0	11	21	0	0	0	0	0	0	2	0	4	1	0
Zotu2108	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	155	0	0	15	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
Zotu2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
Zotu211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4011	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0
Zotu2112	0	0	0	20	5	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2114	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	102	0	0	0	0	20	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
Zotu2115	0	0	1	0	0	99	0	2	0	0	0	3	0	0	0	0	0	0	2	11	2	2	0	13	0	2	0	3	3	2	4	3	0	0	0	0	22	2	3	0
Zotu2116	0	0	83	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	1	0	0	0	0	0	0	1	36	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu2118	0	0	86	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	40	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28	7	0	0	0	0
Zotu2119	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2120	0	0	0	0	58	2	0	0	0	0	0	10	0	0	0	0	0	0	43	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	98	2	0	0	0	0
Zotu2122	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2124	0	0	85	0	0	3	1	0	0	25	0	5	0	0	0	0	1	0	21	0	1	14	0	9	0	5	0	0	3	17	4	1	1	0	0	0	0	1	0	0
Zotu2125	0	0	7	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	137	0	0	0	0
Zotu2127	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	180	5	0	0	0	0	0	0	0	4	0	0	0	0
Zotu2128	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	1	0	4	0	0	9	0	16	0	16	0	8	0	49	58	0	0	0	0	4	0	0	0	0
Zotu2129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	45	0	0	0	3	132	0	0	0	0	0	0	0	0	0
Zotu213	0	0	0	0	0	0	0	171	0	0	0	465	0	0	0	221	145	0	0	0	0	218	142	79	0	135	0	0	1	259	0	0	19	0	0	0	0	539	0	0
Zotu2130	0	0	0	0	0	20	0	5	0	0	0	8	4	0	0	0	1	0	57	48	0	0	0	0	0	6	1	2	3	8	0	0	0	0	10	17	0	0	0	0
Zotu2132	0	0	0	0	0	0	0	0	0	0	0	4	186	0	0	0	0	0	1	5	0	0	0	0	0	16	170	1	3	0	0	0	0	0	0	0	0	0	0	0
Zotu2134	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	16	15	117	0	0	0	0	2	0	1	9	0	0	0	0	0	0	0	0	0
Zotu2136	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2137	0	0	0	0	0	33	14	3	0	7	0	0	6	0	7	0	45	0	1	0	11	4	9	13	0	1	2	3	5	17	12	1	3	0	2	0	3	11	0	0
Zotu2138	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	31	0	42	0	9	5	0	0	0	2	4	6	0	0	0	0	1	0	49	7	6	0	0	0
Zotu2139	0	0	21	0	0	0	0	1	0	0	0	0	0	0	0	71	0	0	49	0	14	3	1	2	0	5	0	0	0	20	0	0	5	0	0	1	0	1	0	0
Zotu214	0	0	79	0	0	0	0	47	0	0	0	41	0	0	0	8	141	0	101	0	0	5	0	0	0	67	722	144	0	60	0	663	20	0	0	59	0	0	0	0
Zotu2140	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	12	0	3	0	0	0	0	0	89	0	0	17	0
Zotu2141	0	0	0	0	0	1	27	2	0	5	0	4	0	0	0	0	0	0	14	0	0	18	24	7	0	11	6	16	11	27	7	0	0	0	1	14	15	6	7	0
Zotu2143	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2144	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	68	0	1	0	0	2	0	8	16	2	26	3	0	0	0	0	0	20	0	0	0	0
Zotu2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	96	0	1	0	0	0	0	0	0	0
Zotu215	0	0	180	0	159	140	0	26	0	10	0	413	390	0	66	1	36	0	263	44	9	60	16	93	0	76	6	122	130	43	75	0	14	0	80	281	612	0	41	0
Zotu2150	0	0	1	0	0	0	0	0	0	2	0	38	0	0	0	0	3	0	1	0	4	5	0	0	0	17	0	2	0	11	41	0	1	0	0	1	36	0	0	0
Zotu2151	0	0	0	0	0	0	0	5	0	8	0	5	0	0	0	3	8	0	0	0	0	5	0	18	0	9	0	3	4	16	0	0	12	0	0	69	0	0	0	0
Zotu2153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2154	0	0	9	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	2	36	0	5	0	14	2	15	28	29	16	0	11	0	0	2	1	5	0	0
Zotu2155	0	0	0	0	0	12	9	1	0	0	0	2	2	0	0	2	2	0	2	31	1	7	1	7	0	4	3	0	5	16	3	36	1	0	0	0	5	4	1	0
Zotu2157	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0	0	3	7	0	0	0	23	108	0	0	0	0
Zotu2158	0	0	22	0	0	0	36	20	0	9	0	24	0	0	0	18	11	0	0	0	0	8	10	6	0	5	5	3	0	15	7	1	2	0	0	3	0	12	8	0
Zotu216	0	0	0	0	0	0	0	76	0	12	0	102	0	0	0	45	21	0	0	0	0	47	32	428	0	27	0	13	0	237	44	346	60	0	0	191	0	385	200	0
Zotu2160	0	0	1	0	0	0	0	0	0	0	0	16	145	0	0	0	0	0	0	0	0	15	0	1	0	8	0	1	0	1	0	3	0	0	0	8	1	0	0	0
Zotu2163	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	87	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	16	0
Zotu2164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	112	0	53	1	0	0	20	0	46	0	0	1	0	0	0	0	0	0	0	0	0
Zotu2165	0	0	0	0	0	3	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	3	130	0	0	0	0	0	0	0	0	0	0	0
Zotu2167	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	22	0	0	0	142	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu2168	0	0	0	0	19	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	146	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu217	0	0	254	3	64	193	199	34	0	108	0	231	216	0	463	134	149	0	85	51	51	49	139	42	0	104	28	28	109	45	11	50	13	0	58	60	7	28	8	0
Zotu2173	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	42	2	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0
Zotu2174	0	0	0	0	1	2	3	6	0	3	0	10	1	0	0	13	45	0	1	0	37	19	5	8	0	3	0	8	3	17	2	0	2	0	0	0	0	2	1	0
Zotu2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	1	0	37	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
Zotu2176	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	138	3	0	0	0	2	1	6	6	0	0	0	0	2	0	0	0	0
Zotu2178	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	3	0	8	33	0	7	0	3	6	6	8	4	0	0	3	0	0	3	0	2	62	0
Zotu218	0	0	0	355	650	359	0	12	0	0	0	24	0	0	0	32	2	0	419	0	286	15	31	45	0	13	0	22	3	34	0	0	8	0	68	1	0	0	0	0
Zotu2180	0	0	79	0	0	4	2	1	0	0	0	27	0	0	48	0	0	0	2	0	0	4	0	4	0	18	0	2	0	1	1	0	0	0	0	5	1	2	0	0
Zotu2182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	1	0	0	0	0	0	0	0
Zotu2183	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0
Zotu2184	0	0	0	0	0	0	0	3	166	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2188	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	5	0	0	13	0	3	0	4	1	8	0	15	1	94	9	0	0	1	5	10	2	0
Zotu2189	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu219	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1369	0	0	0	0	0
Zotu2190	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2191	0	0	0	0	0	0	0	0	0	0	0	43	54	0	0	0	0	0	22	12	0	0	0	0	0	35	0	7	8	0	0	0	0	0	20	9	0	0	0	0
Zotu2192	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	18	0	0	1	0	14	15	7	0	1	42	4	0	10	3	0	0	0	0	0	41	0	0	0
Zotu2194	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2196	0	0	0	1	0	2	0	0	0	1	0	13	80	0	0	1	0	0	8	0	0	5	1	1	0	6	0	0	14	6	0	0	0	0	17	13	12	0	0	0
Zotu2197	0	0	0	0	114	0	1	49	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	5	0	0	5	0	0	0	0	0	2	1
Zotu2198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2199	0	0	6	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	8	0	22	19	0	21	0	3	1	2	0	8	0	0	1	0	0	1	0	67	0	0
Zotu22	0	0	998	543	0	1816	3	380	0	759	0	442	1	0	1973	248	1893	0	2487	0	589	113	165	292	0	282	1	127	158	309	425	2	141	0	0	613	185	1294	303	0
Zotu220	0	0	1	394	0	0	22	22	1	28	0	20	1242	0	0	0	19	0	118	0	207	54	0	55	0	7	52	16	34	56	22	41	20	0	1	7	154	60	6	0
Zotu2205	0	0	4	0	10	9	0	3	0	0	0	1	0	0	0	1	1	0	0	10	4	30	3	4	0	2	0	2	20	5	7	0	1	0	29	13	6	0	1	0
Zotu2206	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2207	0	0	0	0	0	0	0	3	0	0	0	41	0	0	0	2	0	0	0	0	0	42	0	22	0	33	0	0	0	6	18	0	1	0	0	0	0	0	0	0
Zotu2208	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	13	0	0	0	0	0	36	0	13	0	11	0	8	0	4	0	0	0	0	0	0	0	0	98	0
Zotu2209	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	2	0	10	65	1	0	0	0	0	1	0	0	0	76	0	0	0
Zotu221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	23	113	122	0	0	0	0	0	21	107	1102	33	0	0	0	0	488	121	0
Zotu2210	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	3	135	3	9	0	0	0	0	0	0	0	0	0
Zotu2211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2212	0	0	2	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	93	17	1	15	0	4	16	5	2	14	2	0	4	0	0	0	0	0	6	0
Zotu2213	0	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	273	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2215	0	0	8	0	0	0	1	0	0	0	0	10	0	0	2	16	0	0	1	0	14	14	0	7	0	1	1	2	0	3	0	26	7	0	2	0	50	6	0	0
Zotu2218	0	0	0	0	0	0	0	4	0	0	0	14	0	0	0	0	0	0	0	17	0	1	0	0	0	15	9	0	0	0	0	0	7	0	0	93	0	0	0	0
Zotu2219	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	127	0	0	0	0	1	0	2	0	0	27	2	0	0	4	0	4	0	0	0	0	1	0	0
Zotu2220	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	5	5	4	0	0	7	0	1	43	4	5	55	0	0	0	8	1	0	2	0
Zotu2221	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Zotu2222	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	32	2	7	16	3	11	0	9	1	5	37	0	12	0	4	0	0	0	0	33	0	0
Zotu2223	0	0	2	0	0	3	0	2	0	0	0	92	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	4	0	1	71	1	0	0	0	0	0	1	0	0
Zotu2224	0	0	18	0	0	0	0	1	0	0	0	24	0	0	0	0	22	0	0	0	0	19	1	15	0	8	20	8	5	7	2	4	1	0	0	0	0	1	0	0
Zotu2226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2228	0	0	1	0	0	0	0	1	0	0	0	0	172	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	5	0	1	0	0	0	0	0	0	0	0
Zotu223	0	0	11	0	179	29	149	38	0	16	0	72	0	0	0	91	20	0	6	0	34	80	202	88	0	41	362	17	90	82	73	2	30	0	224	87	235	58	177	0
Zotu2230	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2231	0	0	5	0	0	2	0	3	0	0	0	1	0	0	0	0	2	0	0	0	4	3	0	10	0	1	9	2	44	17	6	0	1	0	0	0	8	0	39	0
Zotu2233	0	0	27	0	0	0	25	10	0	0	0	8	0	0	0	3	9	0	0	0	4	19	29	2	0	7	0	3	0	3	6	3	3	0	0	0	0	0	0	0
Zotu2238	0	0	3	0	0	0	0	1	0	152	0	11	0	0	3	0	1	0	0	0	6	87	1	5	0	36	67	1	0	7	7	0	10	0	0	0	48	28	7	0
Zotu224	0	0	0	0	0	1091	106	120	0	0	0	43	0	0	0	0	0	0	0	0	23	107	0	92	0	25	0	121	31	78	51	318	29	0	0	0	0	0	0	0
Zotu2240	0	0	0	0	0	7	3	16	0	0	0	1	0	0	1	3	19	0	46	4	1	10	5	3	0	9	0	38	0	2	9	18	4	0	0	6	2	1	1	0
Zotu2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0
Zotu2242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0
Zotu2243	0	0	11	3	0	0	0	0	0	0	0	4	0	0	0	1	0	0	9	6	0	0	0	0	0	3	1	0	7	0	0	0	0	0	132	0	0	0	0	0
Zotu2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2245	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	137	0	0	0	0
Zotu2246	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	111	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0
Zotu2247	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	30	0	11	0	0	0	6	18	0	8	0	0	0	0	40	0	0
Zotu2248	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	15	0	0	0	0	0	0	0
Zotu2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	53	0	0	0	0	0	0	7	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0
Zotu225	0	0	8	0	213	49	453	74	20	26	0	55	0	0	4	40	15	0	8	13	59	100	32	102	0	48	3	24	70	68	55	30	45	0	510	81	248	108	49	0
Zotu2251	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	117	0	0	9	0	0	12	0	0	0	0	0	0	0
Zotu2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0
Zotu2254	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
