OTU	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu1	0	1	0	0	99	0	436	132	15321	4096	855	25540	0	520	172	0	34	6283	15886	0	83	0	421	1117	18484	16537	348	313	1	48	4840	9442	14824	28628	0	0	141	1433	16722	30003	5
Zotu10	0	0	0	0	0	1	0	188	14350	90	5260	658	0	1	123	0	0	17	19917	0	0	0	0	0	0	0	0	7945	0	0	0	0	0	0	0	0	970	925	1998	0	0
Zotu100	0	0	0	0	597	1	698	690	810	299	121	997	0	2380	961	137	794	697	1676	0	1641	0	277	831	522	887	1528	2729	847	118	1003	1022	486	686	956	0	1107	1485	1267	884	0
Zotu1000	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	12	2	0	0	0	0	57	0	0	0	0	0	0	0	4	5	0	5	0
Zotu1001	0	0	0	0	0	0	0	63	0	0	0	0	0	34	0	0	0	5	16	0	15	0	0	0	0	0	0	0	17	0	0	16	0	0	0	0	0	1	0	0	0
Zotu1002	0	0	0	0	16	0	0	0	0	0	0	0	0	5	0	0	0	0	109	0	0	31	0	5	0	0	1	0	0	22	0	0	0	0	8	0	5	0	0	0	0
Zotu1003	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	4	0	8	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1007	0	0	0	0	0	0	0	0	0	22	0	0	0	1	0	0	0	3	0	0	0	0	5	6	0	0	32	46	32	3	0	0	0	0	0	0	3	1	0	1	0
Zotu101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	54	2476	1	0	0	0	0	0	6	0	86	225	0	0	0	0	0	0	0	0	17	116	0	0
Zotu1011	0	0	0	0	9	0	0	0	0	0	0	0	0	14	0	0	0	4	2	0	39	0	0	0	0	0	1	58	0	5	0	5	0	0	0	0	8	11	0	0	0
Zotu1014	0	0	0	0	0	0	0	0	0	7	0	4	0	5	15	0	0	3	0	0	8	14	0	0	0	0	37	9	0	2	0	0	13	0	0	0	11	5	0	0	0
Zotu1017	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu102	0	0	0	0	8	0	0	3	7	24	0	9	0	0	0	0	8	187	181	0	2	0	21	59	1	11	10	56	22	5	950	1720	18	83	0	0	0	7	0	4	0
Zotu1021	0	0	0	0	0	0	0	33	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	9	0	35	3	0	0	0	3	0	0	0
Zotu1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0
Zotu1027	0	0	0	0	0	0	0	0	5	0	0	35	0	13	0	0	0	13	22	0	32	3	0	1	3	0	0	4	0	5	0	11	0	3	0	0	5	24	0	15	0
Zotu1028	0	0	0	0	10	0	0	0	0	0	0	0	0	30	0	0	0	5	0	0	33	0	14	0	0	0	0	12	15	5	0	0	0	0	0	0	20	8	0	0	0
Zotu103	0	0	0	0	140	13	0	79	11	23	0	90	0	622	509	4	442	73	5	0	492	146	0	0	0	0	3	160	49	2	0	3	0	0	218	0	406	32	0	0	0
Zotu1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	29	38	0	2	0	27	2	14	0	0	2	6	0	0	0
Zotu1034	0	0	0	0	5	0	0	6	5	2	0	1	0	25	6	0	0	10	0	0	0	6	12	2	0	0	0	16	0	5	2	6	5	30	0	0	3	3	0	3	0
Zotu1035	0	0	0	0	13	0	0	0	0	0	0	0	0	24	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	29	0	10	0	0	0	0
Zotu1039	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	2	0	0	50	0	0	0	0	0	11	0	0	2	0	0	0	0	35	0	0	6	0	0	0
Zotu104	0	0	0	0	0	0	0	81	0	0	0	0	0	671	202	0	0	0	0	0	833	61	0	0	0	0	0	0	66	26	0	146	0	0	5	0	473	43	0	0	0
Zotu1040	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	14	0	0	6	0	0	0	27	0	4	0	0	0	88	0	0	0	13	0	0	0
Zotu1043	0	0	0	0	9	0	44	3	0	10	0	17	0	4	0	0	0	5	1	0	30	0	0	0	0	0	0	1	0	0	2	5	0	1	0	0	13	2	0	0	0
Zotu1045	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	30	0	0	23	16	10	0	0	0	5	17	11	0
Zotu1050	0	0	0	0	0	0	0	36	0	0	0	0	0	8	0	0	0	5	0	0	4	0	0	0	0	0	23	55	0	0	0	0	3	0	0	0	2	0	0	0	0
Zotu1051	0	0	0	0	0	0	0	0	0	0	0	0	0	4	84	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	3	0	0	0	0	0	5	0	0	0	0
Zotu1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu1059	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	4	0	57	0	0	0	0	0	54	0	0	3	0	0	0	0	0	0	8	0	16	1	0
Zotu106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	0	0	38	0	0	80	4	53	0	0	0	0	0	0	0
Zotu1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0
Zotu1067	0	0	0	0	0	0	0	0	25	0	27	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	29	41	2	0	0	0	0	0	0	5	10	0	0	0
Zotu1069	0	0	0	0	0	0	11	0	0	26	62	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	3	0	0	2	12	0	0	0	0	0	0	0
Zotu1070	0	0	0	0	0	0	0	0	0	0	0	0	0	38	20	0	0	0	0	0	5	20	0	0	0	0	0	0	28	0	0	0	0	0	0	0	41	0	0	0	0
Zotu1076	0	0	0	0	3	0	0	22	8	1	0	0	0	5	1	0	0	2	1	0	11	0	6	12	0	0	0	0	2	0	0	15	0	5	0	0	1	9	13	6	0
Zotu1077	0	0	0	0	9	0	22	0	0	17	0	40	0	0	1	0	0	25	5	0	0	0	5	0	1	16	0	0	4	0	0	4	0	3	0	0	0	0	0	13	0
Zotu1078	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	17	18	0	0	33	7	0	0	0	0	0	2	0	0	0
Zotu108	2420	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu109	0	0	0	0	214	0	206	311	37	66	25	298	0	704	179	0	194	243	612	0	1076	0	181	357	100	158	488	539	778	67	333	365	175	563	1293	0	489	592	245	394	0
Zotu1097	0	0	0	0	0	0	0	0	0	0	71	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1099	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	70	2	0	0	1	0	0	0	0	0	23	0	0	0	0	4	0	0	0	0	0	3	0	0	0
Zotu11	219	55540	1	0	0	0	0	0	4	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0
Zotu1101	0	0	0	0	0	0	0	0	0	0	0	19	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	56	0	0	0	0
Zotu1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1109	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Zotu1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	18	0	0	52	0	0	0	0
Zotu112	0	0	0	0	584	1	329	368	435	239	16	855	0	1014	482	0	125	501	1223	0	734	0	125	535	439	600	870	1259	342	55	969	753	405	876	379	0	587	976	846	1198	0
Zotu1122	0	0	0	0	0	0	0	6	9	15	0	0	0	0	15	0	0	0	35	0	6	3	0	0	1	0	0	0	0	0	11	0	12	8	0	0	0	1	0	0	0
Zotu1126	0	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	56	0	0	0	1	0	0	0
Zotu1127	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	52	73	0	1	0	0	3	0	0	0	0	0	0	0	0
Zotu1134	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	74	0	0	0	0	20	8	0	0	0	0	0	0	0	4	0	0	0	0	1	0	2	0
Zotu1137	0	0	0	0	1	0	0	0	0	0	0	0	0	51	126	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Zotu1138	0	0	0	0	0	0	0	14	0	0	0	0	0	7	0	0	0	3	7	0	0	0	6	0	0	0	0	33	22	1	0	0	0	0	0	0	0	1	0	0	0
Zotu114	0	0	0	0	73	1	0	76	1	32	7	1	0	81	26	0	0	34	85	0	495	0	0	0	3	70	234	229	90	11	66	0	22	146	731	0	244	43	1	44	0
Zotu1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0
Zotu1143	0	0	0	0	0	101	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	4	0	0	0	0
Zotu1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1151	0	0	0	0	4	0	3	0	0	0	1	0	0	10	0	28	1	1	0	0	6	14	1	0	0	0	19	9	30	0	0	0	1	0	0	0	1	1	0	0	0
Zotu1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu116	0	0	0	0	0	1207	0	0	0	0	0	0	0	4	0	0	0	0	0	0	678	1755	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0
Zotu1161	0	0	0	0	0	0	0	0	0	15	5	0	0	32	1	61	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0
Zotu1162	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1168	0	0	0	0	0	0	51	0	0	0	4	0	0	19	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu117	0	0	0	0	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1171	0	0	0	0	0	0	0	18	9	0	0	6	0	0	0	0	0	1	4	0	0	0	2	8	0	0	1	29	2	0	0	0	1	0	0	0	3	5	0	0	0
Zotu1173	0	0	0	0	5	0	0	0	0	0	0	0	0	33	18	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	28	0	22	2	0	0	0
Zotu118	0	0	0	0	96	529	266	884	913	315	20	653	0	1290	389	0	153	607	1806	0	1234	11	317	560	584	1018	910	1548	587	138	477	1264	647	1534	61	0	577	1343	1380	1134	0
Zotu1182	0	0	0	0	1	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1184	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	4	51	0	24	1	0	0	0	0	1	7	0	2	0	11	4	0	0	0	7	25	11	2	0
Zotu1186	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	10	0	0	0	9	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0
Zotu1189	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	7	0	0	19	0	0	0	0	0	76	0	0	2	0	4	0	0	3	0	2	10	0	0	0
Zotu119	0	0	0	0	28	17	193	0	0	0	2	0	0	506	119	0	31	9	24	0	471	0	3	0	0	9	202	275	126	10	27	24	1	0	658	0	509	48	0	16	0
Zotu1190	0	0	0	0	0	0	0	10	0	0	0	0	0	129	0	0	0	1	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Zotu1196	0	0	0	0	1	0	0	0	10	0	0	0	0	10	14	0	0	0	0	0	13	7	22	0	0	4	35	0	5	1	0	0	2	0	0	0	14	5	0	4	0
Zotu1197	0	0	0	0	0	0	40	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	6	0	4	3	1	2	16	2	0	9	3	0	0	0	0	8	0	3	0
Zotu12	3	0	0	30956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Zotu120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3031	0	0	0	0
Zotu1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	88	0	1	0	0	0	0
Zotu1202	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Zotu1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0
Zotu121	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	858	1525	61	348	0	0	0	150	8	14	0
Zotu1211	0	0	0	0	2	0	3	0	81	0	0	0	0	20	2	0	0	7	0	0	0	0	10	0	0	0	15	0	0	0	0	3	0	1	0	0	0	2	1	0	0
Zotu1212	0	0	0	1	0	0	0	7	20	0	0	0	0	0	0	0	0	8	0	0	42	0	0	0	0	0	0	0	32	1	3	0	0	0	0	0	0	22	0	0	0
Zotu1213	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	2	0
Zotu122	0	0	0	0	0	0	18	67	38	11	0	0	0	293	53	0	158	142	169	0	288	51	14	18	1	67	97	590	497	16	85	54	16	8	158	0	121	195	54	31	0
Zotu1220	0	0	0	0	0	0	0	63	0	0	0	0	0	9	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	18	0	0	0	0	9	0	0	1	0
Zotu1221	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	36	0	0	0	0	0	0	0	0	0	0	42	0	0	0
Zotu1226	0	0	0	0	18	1	0	0	0	0	0	11	0	4	0	0	0	2	5	0	0	0	0	0	0	0	55	1	0	2	0	0	0	0	36	0	0	3	0	0	0
Zotu1229	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	18	0
Zotu123	0	0	0	0	68	155	55	1	37	4	0	75	0	361	118	0	0	36	106	0	247	0	4	21	17	25	235	522	22	27	86	133	17	32	142	0	164	101	0	14	0
Zotu1232	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	101	3	0	0	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1234	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0	0	0
Zotu1238	0	0	0	0	23	0	0	0	0	12	3	51	0	13	0	0	0	7	27	0	1	19	7	13	8	4	16	1	1	3	0	24	3	6	0	0	5	5	18	0	0
Zotu124	0	0	0	0	0	2	92	42	20	59	131	4	0	45	178	1011	806	7	11	0	0	34	13	9	19	0	41	55	64	3	0	0	31	16	81	0	15	26	6	0	0
Zotu1243	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	9	8	0	0	0	0	0	0	14	1	0	0	0	0	0	75	3	0
Zotu1248	0	0	0	0	0	0	7	0	20	1	22	7	0	0	0	0	0	13	3	0	0	0	0	8	0	0	0	2	58	4	0	3	1	0	0	0	21	0	1	0	0
Zotu125	0	0	0	0	3	554	0	0	0	0	21	11	0	28	117	518	126	0	0	0	89	224	0	0	2	0	0	143	187	0	0	0	6	6	195	0	118	4	0	0	0
Zotu1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	72	0	0
Zotu1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	8	0	0	0
Zotu126	0	0	0	0	2	0	0	2	230	55	5	531	0	11	1	0	0	104	292	0	4	0	1	1	221	252	17	10	1	0	68	219	168	345	51	0	6	31	176	832	0
Zotu1261	0	0	0	0	0	0	0	0	0	0	0	0	0	34	18	0	0	25	36	0	4	0	8	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1264	0	0	0	0	4	0	0	2	0	0	0	0	0	8	5	0	0	0	2	0	19	0	2	35	16	26	5	19	9	3	25	15	0	0	2	0	6	4	16	30	0
Zotu1268	0	0	0	0	0	0	0	0	4	0	12	0	0	7	0	98	0	5	1	0	4	13	4	10	4	1	0	24	12	9	1	0	3	0	0	0	17	11	19	0	0
Zotu1275	0	0	0	0	0	0	0	62	0	0	0	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Zotu128	1759	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1282	0	0	0	0	9	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
Zotu1285	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	5	30	0	26	0	0	29	0	0	0	21	0	1	0	4	0	0	0	0	19	6	0	3	0
Zotu1286	0	0	0	0	0	0	0	80	9	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	5	0	0	0
Zotu129	0	0	0	0	55	0	30	0	10	131	0	10	0	147	174	0	388	29	7	0	35	174	4	42	5	28	154	25	67	2	14	16	54	45	82	0	481	19	131	74	0
Zotu1293	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	129	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Zotu1298	0	0	0	0	2	0	0	1	8	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	72	1	0	0	0
Zotu13	0	0	0	0	0	1	15	20204	0	0	0	0	0	39	0	0	0	0	71	0	0	0	0	0	0	0	0	4	0	0	0	0	0	31	0	0	14099	145	0	0	0
Zotu130	0	0	0	0	373	93	706	488	350	256	41	487	0	1471	382	0	580	684	1057	0	992	798	300	707	614	763	588	1706	1079	91	336	581	491	719	1526	0	1109	960	1157	741	0
Zotu1300	0	0	0	0	0	0	0	0	0	0	0	0	0	26	13	0	0	2	0	0	15	6	0	0	0	0	5	25	0	3	0	4	0	0	0	0	11	0	0	0	0
Zotu1305	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	61	5	0	0	0	0	0	14	0
Zotu1306	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	18	1	0	0	0	0	46	13	0	0	0	10	0	0	0	3	0	0	0	0	3	0	22	0
Zotu1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1308	0	0	0	0	0	0	83	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0
Zotu1309	0	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	0	1	2	0	0	0	0	2	9	8	0	0	0	0	13	4	28	10	0	0	0	5	27	4	0
Zotu131	0	0	0	0	37	0	0	130	22	0	0	2	0	302	139	0	177	122	326	0	279	0	15	111	8	4	382	609	278	38	90	66	7	21	232	0	107	228	8	25	0
Zotu1311	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	1	4	0	0	0	0	0	25	0	0	0	0	0	0	1	8	0	0	0	0	1	0	7	0
Zotu1315	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	9	0	2	0	9	0	0	8	31	0	0	1	0	23	0	0	0	0	5	5	0	4	0
Zotu1318	0	0	0	0	2	0	0	0	3	0	9	0	0	0	0	0	0	0	3	0	0	0	1	15	16	0	0	0	0	0	0	0	0	0	0	0	1	2	39	14	0
Zotu1320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	57	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1323	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	5	0	0	12	0
Zotu1329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
Zotu133	0	0	0	0	3	0	113	167	67	3	8	41	1	267	78	0	172	80	149	0	94	0	47	114	31	14	61	277	48	11	201	114	26	47	118	0	41	148	32	65	0
Zotu1330	0	0	0	0	18	0	18	11	0	16	15	0	0	0	0	8	0	2	1	0	0	1	6	0	0	0	0	74	0	0	0	0	4	0	0	0	3	1	0	1	0
Zotu1332	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu134	0	0	0	0	49	1	1	69	0	0	0	0	0	506	219	0	0	2	0	0	651	259	0	0	0	0	0	81	87	0	0	0	0	0	97	0	122	8	0	0	0
Zotu1343	0	0	0	0	2	22	20	33	248	62	5	468	0	33	10	0	59	76	119	0	21	0	11	24	167	197	16	16	41	0	18	130	51	67	0	0	4	65	360	147	0
Zotu1344	0	0	0	0	4	0	0	0	0	0	0	0	0	35	1	0	0	6	0	0	13	0	21	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu1345	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	66	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1348	0	0	0	0	0	0	114	0	0	0	0	5	0	0	0	0	0	0	0	0	0	253	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	71	0	0	0
Zotu135	0	0	0	0	15	1	49	96	0	130	18	70	0	162	90	0	181	27	42	0	1	26	14	3	0	0	207	4	389	15	30	49	0	0	125	0	15	374	3	0	0
Zotu1350	0	0	0	0	92	5	30	51	1	8	0	8	0	268	104	1	5	46	12	0	79	55	16	88	18	41	53	161	237	7	18	20	17	26	6	0	105	84	55	53	0
Zotu1359	0	0	0	0	0	0	47	0	0	0	0	0	0	35	0	0	0	0	0	0	34	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu1372	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	3	63	0	0	0	0	0	0	1	0	6	0	0	0	0
Zotu1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1377	0	0	0	0	0	0	0	0	34	0	0	0	0	17	6	0	0	0	0	0	8	0	0	0	0	0	30	2	0	4	0	9	0	0	1	0	4	1	0	0	0
Zotu138	0	0	0	0	86	543	61	131	40	91	2	60	0	282	198	0	0	118	194	0	190	314	22	32	45	63	161	170	97	31	36	51	19	49	729	0	201	120	202	86	0
Zotu1381	0	0	0	0	0	0	0	0	0	0	0	0	0	64	48	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Zotu1382	0	0	0	0	0	17	0	0	0	0	0	0	0	29	16	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0
Zotu1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1385	0	0	0	0	0	3	0	23	0	0	0	0	0	3	5	0	0	0	0	0	1	0	0	3	24	0	0	0	0	0	0	4	2	18	0	0	0	7	0	0	0
Zotu139	0	0	0	0	0	0	0	0	0	0	0	3427	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu1396	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	52	0	0	9	0	0	0	0	0	0	28	0	0	0	0
Zotu14	0	0	0	0	582	0	0	0	0	0	0	0	0	3035	735	0	0	0	0	0	356	1	0	0	0	0	2817	6	5104	69	0	1	0	0	7684	0	16849	53	0	0	0
