OTU	B001	B002	B003	B004	BMSP001	BMSP002	BMSP003	BMSP004	BMSP005	BMSP006	BMSP007	BMSP008	BMSP009	BMSP010	BMSP011	BMSP012	BMSP013	BMSP014	BMSP015	BMSP016	BMSP017	BMSP018	BMSP019	BMSP020	BMSP021	BMSP022	BMSP024	BMSP025	BMSP026	BMSP027	BMSP028	BMSP029	BMSP030	BMSP031	BMSP033	BMSP032	BMSP034	BMSP035	BMSP036	BMSP037	BMSP038
Zotu3737	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	1	0	0	0	0	1	3	5	0	0
Zotu3749	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	16	0	0	0
Zotu3750	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
Zotu376	0	0	0	0	5	0	0	0	0	0	23	0	0	36	87	352	0	6	0	0	0	22	0	0	0	0	0	1	0	0	0	0	15	0	0	0	55	1	0	0	0
Zotu377	0	0	0	0	5	0	6	2	115	136	0	270	1	3	0	0	0	20	18	0	1	0	16	111	141	115	2	1	0	7	201	371	111	257	5	0	0	26	97	52	0
Zotu3775	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3781	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
Zotu3786	0	0	0	0	0	1	2	2	48	18	4	115	0	8	0	0	0	34	96	0	0	0	1	7	130	122	1	4	0	0	21	71	63	89	3	1	0	25	176	139	0
Zotu3788	0	0	0	0	1	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu3793	0	0	0	0	0	0	0	8	0	1	0	1	0	0	11	0	0	2	134	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	32	57	73	0	0
Zotu3796	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3797	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12876	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3800	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	4	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0
Zotu3804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	10	0
Zotu3808	0	0	0	0	0	8	0	0	0	0	0	0	0	7	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu381	0	0	0	0	0	0	0	0	0	25	0	0	0	14	64	0	0	3	0	0	0	0	0	0	0	6	0	0	0	4	0	372	0	34	0	0	8	16	46	0	0
Zotu3812	0	0	0	0	9	0	0	18	3	0	0	0	0	44	4	0	0	3	0	0	103	3	0	0	0	0	0	4	10	1	0	7	0	0	93	0	137	9	0	0	0
Zotu3814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
Zotu3817	0	0	0	0	20	1	1	0	51	51	0	111	0	1	0	0	0	6	12	0	0	0	3	18	14	7	3	2	4	4	32	29	25	45	14	0	2	19	52	12	0
Zotu3818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Zotu3821	0	0	0	0	0	0	0	0	3	2	9	0	0	0	0	0	0	1	0	0	0	0	0	0	2	6	0	0	0	0	0	2	2	0	0	0	0	3	0	0	0
Zotu3827	0	0	0	0	52	15	11	2	17	45	0	42	0	3	1	0	2	2	5	0	1	0	13	135	1	3	3	1	17	23	61	25	13	53	2	0	3	63	71	6	0
Zotu383	0	0	0	0	4	0	9	29	15	0	0	5	0	103	53	0	0	10	93	0	43	0	18	0	17	0	44	0	0	4	1	0	3	0	53	0	27	33	0	0	0
Zotu3837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Zotu384	0	0	0	0	50	0	0	1	0	0	0	16	0	50	23	0	29	14	158	0	25	0	0	3	2	0	27	39	0	5	0	6	0	1	169	0	40	58	38	2	0
Zotu386	0	0	0	0	1	187	0	9	1	21	3	10	0	7	0	19	11	3	6	0	12	101	3	1	0	1	32	15	122	2	2	11	3	4	0	0	3	10	4	1	0
Zotu3878	0	0	0	0	0	0	0	16	0	0	0	0	0	15	13	0	0	0	0	0	1	0	0	0	0	0	5	2	152	3	0	26	0	0	101	0	26	11	0	0	0
Zotu3881	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
Zotu3884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3887	0	0	0	0	0	0	0	0	0	3	0	0	0	7	6	0	0	7	0	0	2	0	1	4	0	0	0	7	0	0	0	1	0	0	0	0	0	4	0	0	0
Zotu3889	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Zotu389	0	0	0	0	0	803	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	72	0	497	0	0	0	0	0	0	3	0
Zotu3891	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	25	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
Zotu39	0	0	0	0	2768	0	1101	263	70	301	24	265	0	1	0	0	0	0	0	0	0	0	1488	3495	6	11	6	123	1272	313	73	62	10	79	0	0	0	1797	294	49	0
Zotu390	0	0	0	0	111	0	0	144	4	0	0	0	0	329	197	0	0	20	0	0	0	13	37	1	2	5	41	0	0	8	0	23	0	23	30	0	30	87	23	0	0
Zotu3905	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3907	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Zotu3915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
Zotu3923	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3935	0	0	0	0	0	0	0	9	1	0	0	7	0	23	0	0	0	0	0	0	0	0	0	6	0	0	21	0	0	3	0	1	0	0	0	0	2	3	1	0	0
Zotu3939	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	97	0	5	0	0	0	0
Zotu3943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Zotu395	0	0	0	0	11	0	0	0	0	0	0	8	0	58	0	0	0	31	29	0	102	0	0	0	0	0	24	175	43	0	0	10	0	0	0	0	9	49	0	0	0
Zotu396	0	0	0	0	10	0	0	84	4	0	1	16	0	36	14	0	0	4	0	0	6	0	1	14	2	57	1	0	1	0	41	15	11	6	181	0	11	4	0	1	0
Zotu3968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	3	1	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	4	0	0
Zotu397	0	0	0	0	0	0	9	1	6	1	2	0	0	1	0	0	0	1	0	0	0	3	3	31	12	24	17	56	27	6	31	14	2	3	61	0	10	40	129	27	0
Zotu3970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0
Zotu3971	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
Zotu3975	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0
Zotu398	0	0	0	0	8	138	0	0	0	4	7	0	0	20	7	0	0	5	46	0	1	0	24	58	0	0	22	140	0	5	0	63	11	40	0	0	9	55	0	0	0
Zotu3986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0
Zotu3988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu399	0	0	0	0	0	102	0	12	0	0	0	0	0	44	11	0	0	1	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	17	0	0	0	0
Zotu4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35046	0	5263	442	5223	0	0	0	0	18916	0	0	0	0	0	1	8801	0	0
Zotu40	0	0	0	0	0	0	0	0	0	12776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu400	0	0	0	0	20	0	0	77	17	3	0	13	0	30	23	0	0	20	118	0	5	0	1	0	0	0	41	0	71	4	14	10	6	0	0	0	26	19	8	8	0
Zotu4000	0	0	0	0	2	24	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu4004	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0
Zotu401	0	0	0	0	5	0	6	0	0	0	0	0	0	19	42	0	0	5	12	0	87	42	0	24	8	0	29	83	125	4	36	11	0	0	1	0	15	30	9	22	0
Zotu4013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu402	0	0	0	0	10	38	0	19	19	8	0	23	0	18	88	0	0	18	28	0	13	21	1	9	0	1	27	0	48	0	0	4	9	10	140	0	19	41	7	0	0
Zotu404	0	0	0	0	12	54	35	1	51	0	0	3	0	34	19	0	0	8	0	0	39	0	0	0	3	0	0	114	0	5	16	15	0	3	14	0	42	21	11	13	0
Zotu408	0	0	0	0	8	0	0	0	9	17	3	23	0	40	6	0	159	10	20	0	9	0	4	28	4	57	15	0	0	0	7	5	13	0	0	0	9	10	80	51	0
Zotu409	0	0	0	0	26	0	0	0	42	36	5	10	0	20	0	0	110	10	62	0	0	10	25	0	1	0	0	0	15	0	0	6	26	40	0	0	51	6	21	1	0
Zotu411	0	0	0	0	0	0	1	530	0	0	0	1	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	205	1	0	0	0
Zotu413	0	0	0	0	28	0	143	33	15	0	3	0	0	187	1	0	0	20	5	0	123	2	3	21	14	51	276	0	204	15	40	0	6	0	12	0	69	11	11	6	0
Zotu415	0	0	0	0	33	66	0	24	1	0	0	0	0	206	79	0	0	23	2	0	7	8	7	0	0	0	314	272	19	4	0	14	0	0	0	0	75	37	0	6	0
Zotu416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu418	0	0	0	0	0	0	22	0	10	19	1	37	0	17	0	0	0	24	70	0	83	0	0	12	6	109	3	0	98	0	11	58	11	49	0	0	2	29	28	16	0
Zotu419	0	0	0	0	13	0	0	18	14	221	5	1	0	8	26	0	0	3	2	0	34	0	15	1	38	36	0	3	11	0	1	34	25	37	0	0	16	22	14	17	0
Zotu42	0	0	0	0	195	1007	512	431	1508	246	107	650	0	1148	352	2	373	1082	1511	0	695	276	393	706	298	519	986	1556	1094	155	749	1719	385	803	283	0	531	1713	213	335	0
Zotu422	0	0	0	0	0	0	0	0	30	5	0	5	0	6	14	330	0	2	6	0	0	0	0	0	0	0	5	0	24	0	18	0	16	0	0	0	5	3	0	0	0
Zotu424	0	0	0	0	21	0	49	0	41	3	0	51	0	125	25	0	0	27	94	0	105	20	32	22	28	15	0	202	16	12	33	39	9	18	2	0	89	74	21	59	0
Zotu426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	0	0	0	2	0	12	55	0	0	0	0	0	0	5	19	0	0	0	0	306	97	0
Zotu427	0	0	0	0	0	0	0	2	0	4	0	0	0	18	17	0	0	0	0	0	0	40	0	0	0	0	18	0	82	0	0	4	0	7	0	0	177	0	0	0	0
Zotu429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	394	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu43	0	0	0	0	0	0	219	0	0	0	0	0	0	559	0	9550	0	0	0	0	0	59	0	14	0	0	73	632	26	32	58	0	0	0	638	0	304	0	0	0	0
Zotu431	0	0	0	1	2	0	0	0	0	0	1	4	0	142	155	0	0	1	0	0	10	18	0	0	0	0	15	51	83	0	0	0	0	0	0	0	35	1	0	0	0
Zotu433	0	0	0	0	1	0	50	2	111	23	2	6	0	57	24	0	0	17	22	0	36	0	0	0	0	0	8	36	7	4	0	40	5	0	0	0	24	37	0	0	0
Zotu434	0	0	0	0	9	0	0	87	93	0	0	7	0	35	60	0	0	24	29	0	37	0	0	6	5	4	14	8	0	1	1	5	13	7	1	0	25	30	0	0	0
Zotu435	0	0	0	0	0	0	0	0	0	0	0	0	0	262	43	0	0	0	0	0	55	0	0	0	0	0	38	52	0	9	0	0	0	0	0	0	55	2	0	0	0
Zotu436	0	0	0	0	0	0	30	14	0	135	0	14	0	0	0	0	0	14	7	0	0	0	56	66	0	0	0	43	0	0	0	0	19	1	0	0	0	3	22	17	0
Zotu438	0	0	0	0	0	0	0	0	0	0	0	0	0	140	57	0	0	5	13	0	89	16	4	0	0	1	15	62	0	0	0	0	0	0	0	0	13	11	0	0	0
Zotu439	0	0	0	0	0	0	0	0	0	0	14	9	0	17	55	316	0	0	20	0	0	0	0	15	0	0	0	0	0	0	0	0	2	0	0	0	43	4	0	0	0
Zotu44	0	0	0	0	37	0	0	1	382	206	48	454	0	79	1	0	3	192	610	0	2	0	75	140	1249	2110	151	93	94	2	166	663	951	3236	0	0	25	220	6000	4331	0
Zotu442	0	0	0	0	0	0	0	0	3	3	0	8	0	0	0	0	0	5	0	0	0	0	10	10	43	29	0	0	0	0	152	11	0	4	0	0	0	0	64	143	0
Zotu443	0	0	0	0	0	0	3	2	87	19	4	150	0	6	1	0	0	56	139	0	2	0	3	7	131	117	8	7	1	1	61	77	101	136	4	0	1	23	129	224	0
Zotu448	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	0	97	131	0	0	0	0	113	96	8	0	0	0	0	0	167	97	0
Zotu449	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	20	23	0	0	0	1	11	0	0	1	7	0	0	98	304	3	7	0	0	0	0	0	0	0
Zotu45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu450	0	0	0	0	8	174	0	0	0	0	0	0	0	6	11	0	0	0	0	0	31	7	3	0	0	0	0	31	183	3	0	0	16	0	0	0	1	5	0	0	0
Zotu452	0	0	0	0	22	93	0	0	0	0	0	0	0	77	14	0	0	13	13	0	10	0	2	0	0	0	15	54	86	10	0	0	0	0	20	0	21	12	0	0	0
Zotu453	0	0	0	0	9	37	0	17	23	14	0	21	0	148	66	0	0	14	33	0	122	0	5	0	0	0	49	187	29	10	2	0	0	0	169	0	36	32	0	8	0
Zotu455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	314	0	0	0	0
Zotu457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	58	0	0	0	250	0	75	10	0	0	0
Zotu46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	1	0	264	0	0	10167	12	4	0	0	0	0	0	1	0	0	0
Zotu461	0	0	0	0	0	0	0	52	0	0	0	1	0	128	39	0	0	8	24	0	30	0	0	0	0	0	0	16	0	4	0	0	0	29	3	0	26	29	0	14	0
Zotu462	0	0	0	0	5	0	0	126	18	0	0	5	0	91	8	0	0	15	1	0	65	72	0	1	0	0	53	20	49	10	0	2	0	17	0	0	36	27	0	12	0
Zotu463	0	0	0	0	2	0	0	1	14	17	0	6	0	11	20	0	0	11	19	0	11	2	2	1	22	6	22	53	0	1	0	8	11	61	68	0	2	26	26	13	0
Zotu467	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	8	0	8	3	43	0	0	1	0	66	7	0	32	0	0	3	0	350	80	0
Zotu469	373	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	9188	1	3082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu472	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu474	0	0	0	0	2	0	0	0	0	1	6	0	0	1	2	324	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Zotu475	0	0	0	0	9	0	0	54	13	35	8	9	0	34	41	16	0	13	63	0	18	15	6	21	4	0	81	268	13	4	0	7	0	18	0	0	24	8	0	6	0
Zotu476	0	0	0	0	0	0	0	0	19	0	0	0	0	8	18	0	0	12	0	0	36	0	17	7	0	0	7	38	134	0	12	0	2	42	0	0	8	46	20	0	0
Zotu478	0	0	0	0	0	0	23	0	0	0	11	1	0	9	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
Zotu479	0	0	0	0	9	9	0	0	17	2	0	21	0	14	9	0	0	11	6	0	6	0	17	25	6	6	18	79	7	1	1	16	4	0	4	0	9	46	31	19	0
Zotu48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
Zotu486	0	0	0	0	9	205	0	0	35	12	0	7	0	1	1	0	0	15	7	0	18	13	2	16	0	27	1	13	0	0	0	3	8	0	0	0	6	15	0	0	0
Zotu488	0	0	0	0	13	0	46	0	0	0	6	0	0	45	21	92	0	20	13	0	0	21	0	42	0	0	0	66	0	0	0	0	0	0	0	0	24	25	0	0	0
Zotu489	0	0	0	0	0	0	110	0	30	5	67	6	0	3	3	0	0	13	5	0	0	0	12	73	0	32	0	13	16	1	0	10	39	5	0	0	0	15	16	3	0
Zotu49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu490	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	505	1	7	0	1	5	8	0	1	0	0	93	30	1	0	0	2	0	0	0	0	1	0	0	0
Zotu491	0	0	0	0	18	1	2	120	2	24	0	22	0	96	19	0	0	27	56	0	37	0	20	10	8	40	34	24	40	8	0	11	7	15	0	0	37	45	16	40	0
Zotu492	0	0	0	0	0	148	0	0	0	0	0	0	0	7	0	0	0	10	0	0	33	0	9	20	0	0	0	0	0	0	0	0	0	0	126	0	10	7	0	0	0
Zotu493	0	0	0	0	52	0	0	0	0	25	5	0	0	0	0	0	0	43	86	0	0	0	0	0	0	0	0	97	17	0	0	35	0	54	0	0	9	0	9	0	0
Zotu495	0	0	0	0	9	0	14	208	53	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	0	37	0	0	0	24	0	14	0	0	0	0
Zotu498	0	0	0	0	0	0	0	0	0	0	662	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47899	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0
Zotu50	0	0	0	0	188	93	193	15	49	19	77	32	0	1642	2445	254	398	63	60	0	677	1956	5	25	0	12	155	338	281	9	20	16	29	18	1093	0	1708	54	4	0	0
Zotu501	0	0	0	0	0	0	1	76	0	0	0	0	0	10	0	0	0	4	21	0	9	15	0	0	7	2	0	27	171	2	29	11	2	0	0	0	7	20	2	2	0
Zotu503	0	0	0	0	0	0	15	49	0	0	0	0	0	79	47	0	0	4	31	0	49	0	0	0	0	0	47	0	17	4	0	4	0	0	0	0	27	1	0	0	0
Zotu504	0	0	0	0	13	47	0	0	12	0	1	69	0	15	1	0	0	16	14	0	52	0	6	2	10	12	38	19	1	3	14	19	5	29	0	0	0	26	16	11	0
Zotu505	0	0	0	0	4	0	7	45	0	0	0	0	0	121	18	88	0	9	0	0	65	0	6	0	0	0	0	0	0	6	0	0	26	0	17	0	53	0	0	0	0
Zotu506	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	14	133	0	0	0	0	3	0	156	0	35	0	0	2	0
Zotu507	0	0	0	0	3	0	0	1	0	10	0	24	0	1	14	0	26	40	12	0	0	4	10	30	25	28	14	213	143	0	9	0	0	1	1	0	0	17	3	10	0
Zotu509	0	0	0	0	14	1	0	29	1	0	0	28	0	53	13	0	0	9	20	0	35	0	17	12	2	30	18	37	0	2	6	21	2	1	155	0	23	22	6	18	0
Zotu51	0	0	0	0	0	0	211	0	0	0	0	464	0	0	0	0	0	0	0	0	0	1	377	0	0	0	0	0	0	0	1112	0	6605	10	0	0	0	0	0	0	0
Zotu510	0	0	0	0	0	0	0	35	1	56	40	20	0	11	0	0	0	3	1	0	6	23	9	8	4	68	0	8	5	8	0	3	96	10	4	0	26	18	604	18	0
Zotu511	0	0	0	0	22	0	0	0	104	0	0	0	0	14	1	0	0	16	0	0	26	0	0	37	4	0	6	3	207	0	0	6	0	0	0	0	20	20	0	5	0
Zotu512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	6	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0
Zotu513	0	0	0	0	0	0	4	14	0	0	0	0	0	24	1	0	5	2	0	0	8	15	0	0	0	0	152	118	78	1	0	0	0	0	0	0	9	2	0	0	0
Zotu514	0	0	0	0	0	0	0	41	33	11	0	35	0	0	0	0	0	9	0	0	0	0	1	29	5	30	10	9	8	0	64	151	11	48	0	0	0	10	4	7	0
Zotu515	0	0	0	0	1	0	0	12	2	2	0	44	0	35	0	0	0	16	39	0	5	0	23	31	0	12	37	44	0	8	0	4	3	0	70	0	20	27	1	18	0
Zotu516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu519	0	0	0	0	44	0	0	1	0	0	0	0	0	56	21	0	0	0	0	0	48	41	0	0	0	0	35	76	1	3	0	0	0	0	1	0	107	0	0	0	0
Zotu52	0	0	0	0	23	0	76	34	2384	349	417	1420	0	15	5	0	0	165	278	0	7	3	78	205	495	719	8	16	16	2	138	222	360	216	0	0	3	47	641	219	0
Zotu520	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Zotu523	0	0	0	0	1	0	52	42	0	0	0	0	0	94	56	0	0	4	0	0	49	2	8	0	0	0	0	0	0	0	13	0	0	0	68	0	66	7	0	0	0
Zotu524	0	0	0	0	1	44	17	22	87	11	4	25	0	60	13	2	23	68	93	0	33	18	19	36	26	39	25	74	65	3	26	99	24	46	12	0	29	87	12	16	0
Zotu526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu53	0	0	0	0	81	828	191	98	0	0	0	0	0	1422	468	0	0	15	0	0	1662	1	0	47	0	0	993	1166	43	14	0	0	0	0	3080	0	1625	67	0	0	0
Zotu530	0	0	0	0	0	35	0	0	0	34	34	16	0	21	10	162	8	5	0	0	13	48	0	0	0	0	0	42	14	0	0	0	17	32	33	0	49	3	0	0	0
Zotu531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	19	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu532	0	0	0	0	0	4	0	0	0	0	0	0	0	9	0	0	0	1	0	0	33	8	0	0	12	0	0	0	160	0	76	36	0	0	34	0	0	19	38	0	0
Zotu533	0	0	0	0	0	0	24	72	39	2	19	3	0	15	0	0	0	38	49	0	0	17	30	8	0	16	0	24	13	3	11	4	0	0	0	0	9	5	3	11	0
Zotu534	0	0	0	0	1	0	10	6	0	4	0	4	0	27	17	0	0	4	0	0	53	2	0	7	0	0	10	75	55	4	8	19	0	0	95	0	37	23	0	0	0
Zotu535	0	0	0	0	0	382	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	4	0	0	0	0
Zotu536	0	0	0	0	24	0	68	7	0	11	0	0	0	13	23	0	0	1	1	0	12	63	2	1	1	2	0	69	32	0	8	1	0	13	3	0	28	1	0	1	0
Zotu539	0	0	0	0	60	0	0	3	37	41	0	0	0	94	82	0	0	3	2	0	13	7	0	0	0	30	48	0	60	1	0	26	0	0	7	0	3	9	0	1	0
Zotu54	0	0	0	0	15	7730	0	0	0	153	0	0	0	186	29	0	0	9	0	0	34	5	2	0	0	17	63	459	120	18	0	19	4	0	395	0	127	3	0	1	0
